product_id,csp,cso,status,auth_type,impact_level,service_model,deployment_model,business_function,reported_authorizations,reported_reuses,auth_date,ready_date,independent_assessor,small_business,leveraged_systems,website,service_desc,marketplace_url,source_last_change
F1403283529A,Project Hosts Inc.,GSS One - Azure,FedRAMP Authorized,Agency,High,PaaS;SaaS,Hybrid Cloud,Collaboration;Communication;Content Management System (CMS);Customer Service;Cybersecurity & Risk Management;Data Management;Development Tools;Network Management;Operations Management;Storage,6,41,2026-03-16,,"Lunarline, Inc.",Yes,"AvePoint Online Services for US Government (AOS-UG);Aztec Learning System;Federal Immersive Learning Management System (FED-ILMS);AEON;RMA iQ™;Nintex Automation GE Platform;Nuance Dragon;OneSpan Sign, E-Signature and Digital Signature Service;OrbusInfinity Government;PowerCore™ (PC-GOV);Virtual Employee Network (VEN);Wellspring Tech Transfer and IP Management Suite (WTIMS);CyberSTAR™",https://www.projecthosts.com/,"The GSSOne Azure is a General Support System (GSS) operated by Project Hosts and deployed within Azure Government. The platform is designed as a secure, multi-tenant PaaS/SaaS environment that enables federal, DoD, state, local, and tribal agencies, as well as government contractors, members of the DIB and the public to deploy and operate applications in compliance with federal security requirements. The GSSOne Azure Core provides a standardized set of centrally managed services that support secure application deployment and operations, including access control, authentication, auditing, monitoring, scanning, patching, configuration management, malware prevention, intrusion prevention, incident response, backup, and disaster recovery. These capabilities are implemented and managed by Project Hosts and are leveraged by applications deployed on the platform to meet security and compliance requirements. The GSSOne Azure supports two primary application deployment models: 1. Applications Included Within the GSS One Authorization Boundary Certain SaaS applications are incorporated directly into the GSSOne Azure authorization boundary and are assessed and certified as part of the GSSOne Azure system. 2. Applications Supported on the Platform GSSOne Azure also supports customer and Independent Software Vendor (ISV) applications that are deployed on the platform but maintain their own authorization boundary (e.g., agency ATO or ISV-owned system). In this model, Project Hosts provides the underlying infrastructure, security services, and operational support, while the application owner maintains responsibility for their system authorization and application-specific controls. This flexible deployment model allows agencies to either leverage existing SaaS capabilities or deploy their own applications within a secure, FedRAMP-authorized environment. Applications Included Within the GSS One Authorization Boundary These applications are deployed, secured, and operated as part of the GSSOne Azure system and certification. - GSSOne Azure Portal/Admin Page Provided by Project Hosts this application provides user and administrative interfaces for account management, access provisioning, and operational support activities. - GSSOne Command Center (GSSOCC) The GSS One Azure Command Center is a one stop shop for agency and CSP customers to view relevant information for their system and aid in implementing and maintaining ConMon requirements including a document repo for SSP and appendixes, POA&Ms and vulnerability scans, allows them to manage training, track incidents, track vulnerabilities and other corrective actions, track red teaming activities, view availability monitoring alerts, change control ticketing, link controls to artifacts and evidence to speed up ATO times and provide continuous monitoring/ Trust Center views for agencies leveraging their systems. - GSS One Azure Support Center: Project Hosts has configured a customer-facing support portal for creating and managing support tickets powered by Atlassian Jira. This allows customers to view all of their relevant tickets, create tickets, upload screenshots and communicate with PH staff through a secure channel. - Quest Security Management Platform (Quest-SMP): The Quest-SMP is a browser-based application with different agents that can be deployed on the agency devices/systems based on their individual use case. The Quest-SMP contains two major components: - Quest Identity Recovery for Entra ID: Quest Identity Recovery for Entra ID is a SaaS-based backup and recovery solution for Microsoft Entra ID and Microsoft 365 that extends protection beyond native Microsoft tools. It enables fast, secure restoration of users, groups, attributes, and memberships from a single cloud interface. Administrators can compare backups, view changes, and recover only what’s needed—reducing manual errors and downtime. All recovery actions are logged and auditable to support compliance requirements. Hybrid Active Directory and Entra ID recovery is also supported through built-in integration with on-premises Quest Recovery Manager for Active Directory. Delivered as a secure, high-availability cloud service, Quest Identity Recovery for Entra ID helps federal agencies simplify directory recovery, maintain continuity, and meet governance standards without the need for on-premises infrastructure. - Quest Identity Defense: Quest Identity Defense is a hybrid Active Directory and Microsoft Entra ID security and audit platform that helps federal agencies strengthen identity threat detection, containment, and response while reducing risk of exposure and downtime. It identifies Tier Zero and other privileged objects across Active Directory and Entra ID to pinpoint where the greatest risks reside. The platform continually assesses identity environments for problematic configurations and drift from best-practice baselines, helping maintain compliance and operational integrity. Quest Identity Defense provides enhanced threat detection and observability for directory changes and protects Tier Zero assets from malicious in-memory modification—supporting zero trust and mission continuity across hybrid identity systems. Applications Supported on the Platform GSSOne Azure also supports customer and Independent Software Vendor (ISV) applications that are deployed on the platform but maintain their own authorization boundary (e.g., agency ATO or ISV-owned system). Each of the systems below have been vetted and meets the FedRAMP requirements and are ready to pursue FedRAMP certification or have been certified under their own listing and are viewable under the dependent product list. Examples of supported applications include: - AI Enabled Wordpress - Archive360 (Archive360 Platform) - AudioCodes (AudioCodes Live Platform) - AvePoint (AvePoint Online Services for US Government) - Aztec (Aztec Learning System) - Bingli (Bingli) - Blue Prism (Blue Prism) - BrightWork (BrightWork SharePoint-based Project Management) - C3 AI (C3 AI Suite) - CTERA Networks (CTERA Edge Filer, CTERA Drive, CTERA Portal) - CloudApper (Cloudapper.ai) - Conga (Contract Lifecycle Management, X-Author and Conga Approvals) - Creative Veteran Productions (Fed ILMS) - CyberSTAR Software (CyberSTAR™) - Distributed Solutions Inc. (AEON) - Drupal (Drupal CMS) - Eminent IT (Drupal Enclave) - Feith Systems and Software Inc. (RMA iQ™) - FlowVU (FlowVU Collaboration) - Idea Entity (RhyBus Platform) - Image Trend (Elite, Report Writer (RW), Continuum (CT), Licensure, Slate) - Invoke (UiPath Orchestrator and RPA) - Ivanti (MDM, Access, Neurons) - LMI (ATLAS by LMI) - Librestream Technology (Onsight Now) - Microsoft (Office, Dynamics, Power BI Server, Project Server, SharePoint, SSRS) - NIBS/ OM Group Inc. (ProjNet™) - Nintex (K2 Five, Workflow Cloud, DocGen) - Nintex (Nintex Automation GE Platform) - Nuance (Dragon Suite, DAX CoPilot) - OnePlan.ai (OnePlan) - OneSpan (OneSpan Sign) - Orbus Software (OrbusINFINITY) - Permuta (Defense Ready) - Power Settlements Consulting and Software, LLC (PowerCore™) - ProSymmetry - Relocation Management Worldwide (Virtual Employee Network) - Synergist Technology, LLC (AFFIRM Solution for AI Compliance, SAS® VIYA®) - Teamviewer (TeamViewer Digital Employee Experience (TMV DEX) for Government) - UMT360 (SharePoint-based Enterprise Portfolio Management) - Unison Software (Program Management Suite (PMSuite) - Wellspring (Accolade Enterprise Innovation Management, Sophia, Evolve) - WordPress (WordPress CMS) - WordPress As a Service (WPaaS) For each of these applications, Project Hosts provides deployment, security, and operational support services for these applications, enabling customers to leverage the GSSOne Azure platform while maintaining flexibility in how their systems are authorized and managed. Performing these functions on the partner’s behalf allows the software vendors to focus on their core business model in delivering a secure, highly functional application to the agency while Project Hosts handles the security/ compliance requirements. For customers not deployed on the GSS One Azure, Project Hosts offers dedicated continuous monitoring services leveraging the GSS One Azure Command Center and scanners operated by Project Hosts engineers to configure, scan and provide continuous monitoring services to those external customers and their respective agencies to meet FedRAMP requirements.",https://www.fedramp.gov/marketplace/products/F1403283529A,2026-09-23
FR2322855016,"ProjectTeam, Inc.",ProjectTeam for Government (Construction Project and Program Management),FedRAMP Authorized,Agency,Moderate,SaaS,Government Community Cloud,Analytics;Collaboration;Communication;Construction;Data Management;Finance;Grant Management;Legal & Policy,1,0,2024-10-23,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",Yes,,https://www.projectteam.com/fedramp,"ProjectTeam for Government (ProjectTeam) is a fully cloud-based construction management platform tailored specifically for public agencies managing capital construction programs and projects. ProjectTeam is a centralized, easy-to-use platform that fosters seamless collaboration among all stakeholders, including owners, contractors, architects, subcontractors, and suppliers. The platform includes all key industry-standard processes, such as design development, budgets, contracts, change orders, payment applications, RFIs, submittals, meeting minutes, turnover documents, and more. ProjectTeam offers powerful built-in, no-code customization tools that allow administrators to easily create custom forms, modify existing templates, and design workflows tailored to their agency's unique processes and project needs. This flexibility ensures that mission-critical requirements are accurately tracked, empowering organizations to streamline operations, ensure compliance, and achieve their objectives with confidence and precision. ProjectTeam includes: • Visual workflow management • No-code custom form builder • Construction management tools • Real-time collaboration for project stakeholders • Document management and tracking",https://www.fedramp.gov/marketplace/products/FR2322855016,2026-09-23
FR1720461312,"Proofpoint, Inc.",Proofpoint Email and Information Protection Service,FedRAMP Authorized,Agency,Moderate,SaaS,Government Community Cloud,,5,8,2020-01-15,,"Schellman Compliance, LLC",Yes,Rubrik Security Cloud - Government (RSC-G),https://www.proofpoint.com/,"The Proofpoint Email and Information Protection Service is a powerful cloud email security service that integrates threat protection, virus protection, spam detection, data loss prevention (DLP), and digital asset protection technologies into an extensible message management platform. The service is designed to fit easily into existing messaging infrastructure, providing efficient performance, accurate message analysis, and a web-based interface for reporting, configuration, and management tasks.",https://www.fedramp.gov/marketplace/products/FR1720461312,2026-09-23
F1304222071,"Proofpoint, Inc.",Proofpoint Email Archive,FedRAMP Authorized,Agency,Moderate,SaaS,Government Community Cloud,,3,11,2016-11-23,,"Schellman Compliance, LLC",Yes,Proofpoint Targeted Attack Protection;Proofpoint Email and Information Protection Service,http://www.proofpoint.com/,"The Federal Production Environment provides a complete message archiving solution that can protect an organization from legal liabilities and regulatory risks while improving email storage management and end-user productivity. Its web interface offers fully secure email archiving with robust search and discovery, supervision, and enforcement features. The solution securely stores electronic messages for a specified retention period, while keeping the messages fully searchable and retrievable in real-time or with a batch process. This allows archived messages to be easily viewed, retrieved to a user's email inbox or exported to an Outlook data file. The Archiving Customer Premise Equipment (CPE) is software-based, a hardware-based version is also available, and is installed within the Microsoft Office 365 ITAR environment behind the firewall to provide the tight integration and security typically only afforded to internal systems. The CPE integrates with Microsoft Exchange to ensure reliable, native format message archiving. Its integration with Active Directory facilitates unified login and access control management. Since the CPE is the only holder of the encryption keys used with Proofpoint's DoubleBlind™ Encryption technology, any processing that involves encryption or decryption happens on the CPE. Proofpoint's DoubleBlind™ Encryption technology guarantees the security of data, ensuring that no one outside the organization can access archived data. When a message reaches the CPE, it is encrypted before being sent outside the Microsoft Office 365 ITAR firewall over a secure connection to the Proofpoint Federal Production Environment. Messages are only decrypted when an authorized user on the customer network conducts a search from Outlook or from the CPE's web-based user interface. Data can never be viewed without access to both the archiving CPE within the Microsoft Office 365 ITAR environment and the Proofpoint Federal Production Environment.",https://www.fedramp.gov/marketplace/products/F1304222071,2026-09-23
FR1819168894,"Proofpoint, Inc.",Proofpoint Targeted Attack Protection,FedRAMP Authorized,Agency,Moderate,SaaS,Government Community Cloud,,4,3,2020-01-15,,"Schellman Compliance, LLC",Yes,,https://www.proofpoint.com/,"Proofpoint Targeted Attack Protection (TAP) helps detect, mitigate, and block advanced threat that target people through email. It detects both known and new, never-before-seen attacks that use malicious attachments and URLs to install malware on a device or trick users to share their passwords or other sensitive information.",https://www.fedramp.gov/marketplace/products/FR1819168894,2026-09-23
FR2607643783,PSI Services LLC,Gov Secure Cloud,FedRAMP Ready,Agency,Moderate,SaaS,Government Community Cloud,Education & Training,0,0,,2026-01-06,"Schellman Compliance, LLC",No,,https://www.psiexams.com/certification/government/,"Gov Cloud Secure is PSI’s secure platform for the registration, scheduling, delivery, administration, and reporting of computer-based assessments for federal agencies and other government organizations. The system supports assessment programs used for licensure, certification, workforce selection, and credentialing. The Gov Cloud Secure FedRAMP authorization boundary includes candidate registration and scheduling components; secure assessment delivery applications; test session administration components; data storage and processing services; and reporting capabilities accessible to authorized agency users. The system is hosted within a government-authorized cloud infrastructure environment.",https://www.fedramp.gov/marketplace/products/FR2607643783,2026-09-23
F1608097919,PTC,PTC Cloud Services,FedRAMP Authorized,Agency,Moderate,SaaS,Hybrid Cloud,,2,1,2017-12-01,,Kratos,No,,http://www.ptc.com/services/cloud,"PTC Cloud Services is a FedRAMP Certified Software as a Service (SaaS) offering that provides Product Lifecycle Management (PLM) capabilities through PTC Windchill and PTC Windchill+ FedRAMP deployed within the PTC Cloud Services FedRAMP environment, along with Service Lifecycle Management (SLM) services. PTC Cloud Services delivers a comprehensive suite of applications that enable users to securely create, manage, and collaborate on product data across the product lifecycle, including product development, manufacturing, operations, service, and support activities. The service supports organizations that manage Controlled Unclassified Information (CUI) and export-controlled data subject to the International Traffic in Arms Regulations (ITAR) and Export Administration Regulations (EAR), making it well-suited for federal agencies, defense contractors, and Aerospace & Defense manufacturers. PTC Cloud Services enables customer organizations to focus on mission outcomes while PTC deploys, operates, and manages the authorized service. The offering combines PTC software expertise with operational responsibilities that include application administration and platform management, delivered within a secure and reliable cloud infrastructure consistent with the FedRAMP Rev. 5 Moderate baseline. Customer responsibility note: Customers remain responsible for determining the applicability of ITAR, EAR, and other export-control requirements to their specific data, programs, and use cases. The service supports, but does not replace, customer export-control compliance obligations.",https://www.fedramp.gov/marketplace/products/F1608097919,2026-09-23
FR2330638488,PTFS/Liblime,Bibliovation/Knowvation,Agency In Process,Agency,Moderate,SaaS,Public Cloud,Content Management System (CMS);Data Management;Law Enforcement;Research,0,0,,,"Lazarus Alliance, Inc.",Yes,,www.ptfs.com,"Bibliovation is a Integrated Library System (ILS) offered as a SaaS solution. The platform is web-based and all modules are accessible via proper permissions and web browsers. Bibliovation can combine individual system components (i.e., traditional ILS service core, MARC21 cataloging editor, EDI-compliant acquisitions, Discovery Layer, digital content management, etc.) to meet specific organizational needs. Knowvation™ is a enterprise level digital content management, discovery and delivery system solution that can be integrated with Bibliovation ILS. Key features include: ● Supports over 225 types of digital documents (PDF, Word, Excel, etc.), including geographical datasets like maps and imagery, JPEG and TIFF images, videos, and maps. ● Powerful search and discovery, including Boolean (Keyword), concept (Intent-based), pattern (fuzzy-text), metadata, multi-lingual, hierarchical, and geospatial (visual) across all data types. ● Tools for index-in-place or ingesting data into a single repository, able to read/write/tag metadata during or after ingestion. ● Extensive administrative tools with security and protected access and reporting on both usage and data with pre-configured and ad-hoc reporting in the system.",https://www.fedramp.gov/marketplace/products/FR2330638488,2026-09-23
FR2113157410,Public Health Foundation,TRAIN Learning Network,FedRAMP Authorized,Agency,Low,SaaS,Hybrid Cloud,,1,0,2022-08-29,,Ignyte Platform Inc.,No,,https://www.train.org/main/welcome,"The Public Health Foundation’s TRAIN Learning Network is a Learning Management System (LMS) powered by KMI Learning’s flexible, scalable LMS. It brings together best-in-class training in public health, population health, and emergency preparedness through its extensive network of government agencies, academic institutions, nonprofits, and professional associations. As a secure, multi-tenant SaaS solution, TRAIN provides each agency or organization with a branded portal and the flexibility to restrict access to its training content internally or make it available across the entire TRAIN community. TRAIN administrators are able to create and post courses, link to external training, track and report on learner activity, manage continuing education, award certificates, and communicate directly with registered learners. The system also offers a streamlined LMS experience for organizations outside of public health, and all organizations can take advantage of custom feature development and system integrations.",https://www.fedramp.gov/marketplace/products/FR2113157410,2026-09-23
FR1924942935,"Qgenda, LLC",QGenda,FedRAMP Authorized,Agency,LI-SaaS,SaaS,Public Cloud,,1,0,2020-03-23,,"Schellman Compliance, LLC",Yes,,https://www.qgenda.com/federal/,"QGenda is the leader in cloud-based call and scheduling automation (https://www.qgenda.com/customers/federal/). Leading physician groups, hospitals, academic medical centers, and enterprise health systems use QGenda to optimize their workforce to allow them to provide the best possible patient care.",https://www.fedramp.gov/marketplace/products/FR1924942935,2026-09-23
FR2125653037,Qlik Technologies Inc.,Qlik Cloud Government,FedRAMP Authorized,Agency,Moderate,SaaS,Government Community Cloud,Analytics;Data Management;Finance;Fleet Management;Grant Management;Human Resources;Law Enforcement;Legal & Policy;Marketing & Sales;Research,4,3,2022-09-27,,"Fortreum, LLC",No,,https://www.qlik.com/us/solutions/industries/public-sector/us-public-sector,"Qlik Cloud Government is a SaaS platform purpose-built for delivering Qlik technology to U.S. public sector customers within a safe, FedRAMP-compliant cloud environment. Qlik empowers organizations with data and analytics technology that improves decision-making and solves their most challenging problems. Qlik Cloud Government simplifies data and analytics operations across an organization through a single platform that integrates data sources into an analytics environment where users of all levels can build analytics assets and collaborate with others to drive action.",https://www.fedramp.gov/marketplace/products/FR2125653037,2026-09-23
FR2313477206,Quadient inc.,S.M.A.R.T. - Federal Editions,FedRAMP Authorized,Agency,Moderate,SaaS,Public Cloud,Accounting;Analytics,2,1,2025-03-14,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",No,,https://mail.quadient.com,"The S.M.A.R.T. Federal Edition family of products provides the ultimate Shipping, Mailing, Accounting, Reporting and Tracking experience - all from a single dashboard! This solution combines leading edge technologies to improve customer interactions and business processes. A consistent look and feel across each element provides familiarity to users, making navigation simple and intuitive. Each S.M.A.R.T. version fuels stronger business communications with your internal and external customers by providing detailed shipping and tracking notifications, chargeback accounting with postage meter reconciliation and extensive reporting options to name a few. Several S.M.A.R.T. versions, supporting from the most basic to complex workflows, are available. Choose the one that best aligns with your agency's needs.""",https://www.fedramp.gov/marketplace/products/FR2313477206,2026-09-23
F1606097904A,"Qualtrics, LLC",Qualtrics XM Platform - High,FedRAMP Authorized,Agency,High,SaaS,Government Community Cloud,Analytics;Communication;Contact Center;Customer Relations Management (CRM);Customer Service;Data Management;Education & Training;Human Resources;Marketing & Sales;Research,37,36,2025-07-08,,"Schellman Compliance, LLC",No,,https://www.qualtrics.com/,"The Qualtrics XM Platform is a SaaS offering, hosted in a multi-tenant Government cloud environment, designed to support US federal agencies in managing employee experience (EX), customer experience (CX), and conducting strategic research. Subscriptions to the platform and related professional services (research, implementation, and engineering) are available. The platform enables agencies to deploy surveys for systematic data acquisition from various stakeholders. It supports listening across channels to collect data from web properties, mobile applications, email communications, social media, and integrated contact center analytics systems. This facilitates comprehensive data collection across multiple interaction points. Capabilities for understanding and improving the digital experience are included, allowing for analysis of user interactions on digital interfaces. The platform supports the collection of product feedback and website feedback to inform development and user experience enhancements. The Qualtrics XM Platform provides tools for measurement of experience data and offers functionalities for both quantitative and qualitative analysis. Integrated artificial intelligence (AI) capabilities enhance data analysis by identifying key themes, predicting trends, and surfacing actionable insights from structured and unstructured data, including open-text feedback from surveys and other channels. These AI features assist in understanding the nuances of listening across channels and improving the efficiency of data collection analysis. The platform supports the implementation of closed loop feedback mechanisms to facilitate action based on collected and analyzed insights. The platform is accessible to public sector entities, including federal, state, local, and tribal governments, as well as research institutions, federal contractors, and government contractors.",https://www.fedramp.gov/marketplace/products/F1606097904A,2026-09-23
F1508207205,Qualys,Qualys Cloud Platform,FedRAMP Authorized,Agency,Moderate,SaaS,Hybrid Cloud,,18,378,2016-11-02,2016-05-05,"Coalfire Systems, Inc.",No,"AchieveIt;AppOmni SaaS Security for Government;Aprimo;Aruba Central;Atom Power, Inc - ATOM EVSE;Autodesk for Government;BMC Helix;Boomi Enterprise Platform;Canon Office Cloud – Managed Print Services;Gen3 Data Ecosystems Platform;Cisco Cloudlock for Government;Cisco Meraki US Government Region;Webex for Government;Civis Platform;Cloudflare for Government - High;Cohesity Cloud Services for Government;Collibra Platform for Government (CPG);Copado GovCloud;CorityOne;CrestPoint Environmental Management Service (CEMS);Databricks on AWS GovCloud;Databricks on AWS US East/West;Datavant Cloud;Overleaf;DNAnexus Platform;Eightfold Talent Intelligence Platform (TIP);Elastic Cloud;Singularity;EnergyCAP;Critical Event Management Suite;OpenBlue Workplace;GTS VirtualHealth Platform (GTS-VP);HackerOne Continuous Security Testing Platform;Privacy Preserving Records Linkage (PPRL);Recruitment Assessments and Video Interviewing;Huddle Enterprise Cloud Content Collaboration and File Sharing Portal for Government;GO.gov;iboss Government Cloud Platform (IGCP);Ideagen Government Cloud;IdeaScale Gov;Infoblox Government Cloud;Informatica Intelligent Cloud Services (IICS);Ivanti Neurons for ITSM (Formerly Service Manager);Juniper Mist;KnowBe4 Platform;Lucid GovSuite;Cloud Contact Center;Maximus Intelligent Virtual Assistant (MIVA) (formerly MIA);MCG Applications and Hosting;SPROUT;Melissa GovCloud Address Suite;OnSolve Platform for Critical Event Management;Ontario Cloud Federal (OCF);PagerDuty Operations Cloud;Pearson Federal Cloud System;Perceptyx Insights Platform;ProjectTeam for Government (Construction Project and Program Management);QGenda;S.M.A.R.T. - Federal Editions;RingMD Telemedicine;ROSALIND;Saviynt Enterprise Identity Cloud (EIC);Rally;Sumo Logic;Automation Cloud Public Sector;Unqork for Government;Veracode Online Security Platform for Government;Veritone Intelligent Digital Evidence Management System (iDEMS) for Government;WellHive;Workday Government Cloud (WGC);Yello Government Recruiting Solution;Zimperium Mobile Endpoint Cyber Security",https://www.qualys.com/,"The Qualys Cloud Platform (QCP) is a multi-tenant shared cloud service environment. Its unique computing power is capable of continuously analyzing and correlating information, to assist IT management with identifying and homing-in on threats and eliminating vulnerabilities. With its Qualys sensors, a core service of the Qualys Cloud Platform, make it easy to extend your security throughout your global enterprise. These sensors, which can be in the form of appliances or lightweight agents, are remotely deployable, centrally managed and self-updating. They collect data automatically and seamlessly sending it to the Qualys Cloud Platform. Subscribers simply use the Qualys software without the burden of licensing, maintenance and costs for owning the software itself.",https://www.fedramp.gov/marketplace/products/F1508207205,2026-09-23
FR2231052341,"Qualys, Inc.",Qualys Government Platform,FedRAMP Authorized,Agency,High,SaaS,Public Cloud,Cybersecurity & Risk Management,2,3,2025-08-14,2023-01-19,"Coalfire Systems, Inc.",No,"AutoRABIT for Public Sector - CodeScan, Guard, & ARMOR;EY Grants Accelerator",https://www.qualys.com/subscriptions/government/,"Qualys Government Platform (QGP) consists of a suite of Information Technology (IT) security and compliance solutions delivered via a SaaS deployment model that leverages a highly scalable multi-tenant cloud infrastructure. The below services are part of the QGP platform - Vulnerability Management, Detection, and Response (VMDR) service enables customers to discover, assess, prioritize, and patch critical vulnerabilities and misconfigurations in near real-time and across your global hybrid-IT landscape all-in-one subscription. Policy Compliance (PC) service provides the ability to run compliance scans and create compliance reports on hosts (IP addresses) that have been added to the Policy Compliance account. File Integrity Monitoring (FIM) service enables monitoring critical files, directories, and registry paths for changes in near real-time, and helps adhere to compliance mandates such as FedRAMP. Container Security (CS) service provides discovery, tracking, and continuously protecting container environments. Addresses vulnerability management for images and containers in their DevOps pipeline and deployments across cloud and on-premises environments. Certificate View (CertView) service provides a comprehensive view of all the SSL/TLS certificates across the enterprise and cloud-hosted assets. CyberSecurity Asset Management (CSAM) service continuously gathers information on all assets, listing systems and hardware details, running services, open ports, installed software and user accounts. Asset discovery and inventory collection is done through a combination of Qualys Sensors, which together can collect comprehensive data from across on-premises or cloud infrastructure as well as remote endpoints. Web Application Scanning (WAS) service enables organisation's to assess, track and remediate web application vulnerabilities to keep their web applications secure. Patch Management (PM) service is used to patch and apply post-patch configuration changes to operating systems, mobile devices, and 3rd-party applications from a large variety of vendors, all from a central dashboard.",https://www.fedramp.gov/marketplace/products/FR2231052341,2026-09-23
F1605027892,QuestionMark,Questionmark Government,FedRAMP Authorized,Agency,Moderate,SaaS,Government Community Cloud,Analytics;Content Management System (CMS);Education & Training,7,6,2019-10-23,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",Yes,,https://www.questionmark.com/,"The Questionmark Government service is an online assessment platform providing the ability to author, deliver and report on tests, quizzes, surveys, and exams. Questionmark Government can be used for training, certification, advancement, channel expertise, competency measurement, compliance, and workforce learning. United States Federal, State and Local government agencies and their contractors can safely and securely use our powerful tool for creating, delivering, and reporting on assessments. Questionmark Government is hosted in US-based, FedRAMP-authorized data centers used by US government agencies and their service contractors. Our service is targeted for data up to DoD Impact Level 4. Questionmark Government operates the Software-as-a-Service (SaaS). It includes provisioning and scaling; and maintenance of operating systems and software to ensure sufficient bandwidth and performance, upgrades, and secure backups. Questionmark is widely used by Government, Awarding Bodies, Utilities, Manufacturing and Public Sectors. For more information about Questionmark Government, please see: https://www.questionmark.com/use-cases/government/ **Features** * A government-specific online platform that is FedRAMP authorized and designed to support your special requirements * Comprehensive item banking with easy search functionality * Delivery of assessments via browser, secure browser, mobile devices and paper * Incorporates a robust reporting and analytics suite * Provides a collaborative authoring environment complete with version tracking and roll-back features * Author once then deliver to multiple devices simultaneously * Includes accessibility features such as text sizing and contrast controls * Available in 36 different languages * A secure and robust SaaS provided by a company that is ISO 27001:2022 certified * A scalable, flexible solution that can be rapidly deployed * Robust availability: 99.9%+ uptime **Benefits** * Easily create and deliver certification assessments and advancement exams * Easily create and deliver post-course tests for distance learning * Easily create, deliver, and report on surveys and course evaluations * Provides tracking changes to questions for legal defensibility * Blended delivery allows mobile/onsite workers to take assessments * Provides observational assessments to allow measuring performance on practical tasks * Create valid and reliable assessments to make trustworthy decisions * Author and deliver assessments that document training and understanding for compliance purposes * Improve test validity by running job task analysis surveys * Assess skills of technical staff, engineers, and equipment maintainers",https://www.fedramp.gov/marketplace/products/F1605027892,2026-09-23
FR2530646153,"QuestionPro, Inc.",QuestionPro Research GovCloud,Agency In Process,Agency,Moderate,PaaS;SaaS,Government Community Cloud,Analytics;Data Management;Marketing & Sales;Research,0,0,,,"Lunarline, Inc.",Yes,,https://www.questionpro.com/govcloud,"QuestionPro is a Software-as-a-Service (SaaS) platform that provides online survey and research capabilities for market research, employee engagement, and customer experience applications. The service enables users to design, distribute, collect, and analyze surveys through a secure, cloud-based environment. The platform operates within the AWS GovCloud (US) environment and supports federal security and compliance requirements. The authorization boundary encompasses the application, supporting infrastructure, and associated data handling, storage, and transmission components within this environment.",https://www.fedramp.gov/marketplace/products/FR2530646153,2026-09-23
FR2214150164,"Quzara, LLC.",Quzara Cybertorch (SOC-as-a-Service),FedRAMP Authorized,Agency,High,SaaS,Government Community Cloud,Analytics;Cybersecurity & Risk Management;Data Management;Operations Management,1,0,2025-11-20,2023-04-04,"Schellman Compliance, LLC",Yes,,https://quzara.com/solutions/cybertorch/mxdr,"Cybertorch™ is a FedRAMP High Authorized, cloud-native security platform specializing in Sovereign Security Operations and Incident Response for the federal mission. Built and operated by U.S.-based cleared personnel, Cybertorch combines telemetry from Microsoft security, vulnerability management, and infrastructure logs with AI-assisted analytics to unify threat detection, response, and continuous compliance support for mission-critical workloads across cloud, hybrid, and on-premises environments. Core Service Components Managed Security Services 1. Managed Extended Detection & Response (MXDR) Provides 24x7x365 monitoring, investigation, and response across cloud, hybrid, and on-premises workloads. MXDR is operated by cleared U.S. analysts and uses correlation, behavioral analytics, and AI-assisted triage to link Endpoint Detection and Response (EDR), identity, email, and cloud telemetry and rapidly identify and contain advanced threats. 2. Managed Microsoft Security Services End-to-end deployment, configuration, and 24x7 management of Microsoft security capabilities, including EDR and XDR, across Commercial, GCC, and GCC High tenants. Services include tuning, alert triage, incident handling support, and alignment with agency-specific security and compliance requirements, with AI-informed detections and policies incorporated where appropriate. 3. Managed Vulnerability Management Expert-driven vulnerability management services leveraging FedRAMP-authorized Tenable solutions. Cybertorch delivers Tenable-based high managed services, including scan strategy design, continuous assessments, AI-assisted risk scoring and prioritization, remediation guidance, and integration of vulnerability data into SOC workflows and executive reporting. 4. Curated Threat Intelligence Actionable, curated threat intelligence sourced from government, commercial, and internal hunting activities. SOC analysts incorporate this intelligence into detections, investigations, and proactive threat hunting, using AI-supported enrichment and pattern analysis to track evolving campaigns, techniques, and sector-relevant threats. Continuous Assurance Module 1. The Continuous Assurance Module helps agencies maintain an ongoing picture of how security controls are performing in practice. It correlates alerts, vulnerability data, and configuration baselines with NIST-based control frameworks used for FISMA, FedRAMP, and CMMC. The AI-enabled module provides workflows to assist with updating RMF documentation, assembling supporting evidence, and tracking changes in residual risk over time. Its AI-assisted analysis approach, informed by our NISTcompliance.ai platform, is used to highlight trends, gaps, and control drift, adding automation and consistency while preserving existing governance, review, and approval processes.",https://www.fedramp.gov/marketplace/products/FR2214150164,2026-09-23
